2000-01-01 00:04:21 946685061.000000 [message] [main] Starting torctl program on host relayexit1 process id 3474
2000-01-01 00:04:21 946685061.000000 [message] [main] entering main loop to watch descriptors
2000-01-01 00:04:21 946685061.000000 [info] [_torctl_activate] torctl-sent 'AUTHENTICATE'
2000-01-01 00:04:21 946685061.000000 [info] [_torctl_processLine] successfully received auth response '250 OK'
2000-01-01 00:04:21 946685061.000000 [info] [_torctl_activate] torctl-sent 'GETINFO status/bootstrap-phase'
2000-01-01 00:04:21 946685061.000000 [info] [_torctl_activate] torctl-sent 'SETEVENTS EXTENDED STATUS_CLIENT'
2000-01-01 00:10:37 946685437.893233 [message] [_torctl_processLine] torctl ready (Bootstrapped 100)
2000-01-01 00:10:37 946685437.893233 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 STATUS_CLIENT NOTICE CIRCUIT_ESTABLISHED
2000-01-01 00:10:37 946685437.893233 [info] [_torctl_activate] torctl-sent 'SETEVENTS BW'
2000-01-01 00:10:37 946685437.893233 [message] [_torctl_processLine] [torctl-log] localhost:9051 250 OK
2000-01-01 00:10:38 946685438.000233 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 1643 1860
2000-01-01 00:10:39 946685439.000238 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 1629 1647
2000-01-01 00:10:40 946685440.000155 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 1629 1647
2000-01-01 00:10:41 946685441.000661 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 1629 1647
2000-01-01 00:10:42 946685442.000681 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 1629 1647
2000-01-01 00:10:43 946685443.000681 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 18
2000-01-01 00:10:44 946685444.000681 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 13
2000-01-01 00:10:45 946685445.000681 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 13
2000-01-01 00:10:46 946685446.000681 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 13
2000-01-01 00:10:47 946685447.000681 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 13
2000-01-01 00:10:48 946685448.000681 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 13
2000-01-01 00:10:49 946685449.000681 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 13
2000-01-01 00:10:50 946685450.000681 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 13
2000-01-01 00:10:51 946685451.000730 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 543 556
2000-01-01 00:10:52 946685452.000360 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 3142 3674
2000-01-01 00:10:53 946685453.000689 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 3258 3276
2000-01-01 00:10:54 946685454.000600 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 1629 1647
2000-01-01 00:10:55 946685455.000574 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 1629 1647
2000-01-01 00:10:56 946685456.000574 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 18
2000-01-01 00:10:57 946685457.000574 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 13
2000-01-01 00:10:58 946685458.000574 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 13
2000-01-01 00:10:59 946685459.000574 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 13
2000-01-01 00:11:00 946685460.000574 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 13
2000-01-01 00:11:01 946685461.000574 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 13
2000-01-01 00:11:02 946685462.000986 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 4887 4900
2000-01-01 00:11:03 946685463.000766 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 393593 393640
2000-01-01 00:11:04 946685464.000144 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 2715 2737
2000-01-01 00:11:05 946685465.000144 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 18
2000-01-01 00:11:06 946685466.000283 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 1086 556
2000-01-01 00:11:07 946685467.000283 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 560
2000-01-01 00:11:08 946685468.000283 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 14
2000-01-01 00:11:09 946685469.000283 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 13
2000-01-01 00:11:10 946685470.000283 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 13
2000-01-01 00:11:11 946685471.000283 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 13
2000-01-01 00:11:12 946685472.000283 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 13
2000-01-01 00:11:13 946685473.000283 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 13
2000-01-01 00:11:14 946685474.000621 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 543 556
2000-01-01 00:11:15 946685475.000143 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 1629 1645
2000-01-01 00:11:16 946685476.000143 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 18
2000-01-01 00:11:17 946685477.000143 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 13
2000-01-01 00:11:18 946685478.000143 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 13
2000-01-01 00:11:19 946685479.000413 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 1629 1642
2000-01-01 00:11:20 946685480.000413 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 18
2000-01-01 00:11:21 946685481.000330 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 1629 1642
2000-01-01 00:11:22 946685482.000719 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 4887 5448
2000-01-01 00:11:23 946685483.000784 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 84801 528202
2000-01-01 00:11:24 946685484.000946 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 444616 1107
2000-01-01 00:11:25 946685485.000081 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 543 1106
2000-01-01 00:11:26 946685486.000081 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 17
2000-01-01 00:11:27 946685487.000731 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 543 13
2000-01-01 00:11:28 946685488.000731 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 15
2000-01-01 00:11:29 946685489.000731 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 13
2000-01-01 00:11:30 946685490.000731 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 13
2000-01-01 00:11:31 946685491.000731 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 13
2000-01-01 00:11:32 946685492.000731 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 13
2000-01-01 00:11:33 946685493.000731 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 13
2000-01-01 00:11:34 946685494.000900 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 2172 2185
2000-01-01 00:11:35 946685495.000900 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 18
2000-01-01 00:11:36 946685496.000473 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 543 556
2000-01-01 00:11:37 946685497.000220 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 1629 1645
2000-01-01 00:11:38 946685498.000460 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 543 561
2000-01-01 00:11:39 946685499.000155 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 2172 2188
2000-01-01 00:11:40 946685500.000398 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 543 561
2000-01-01 00:11:41 946685501.000398 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 16
2000-01-01 00:11:42 946685502.000926 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 1629 1642
2000-01-01 00:11:43 946685503.000976 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 543 561
2000-01-01 00:11:44 946685504.000067 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 122957 122596
