timestamp,value
9466860003,2
9466860006,10
9466860009,0
9466860012,39969
9466860015,7170
9466860018,112866
9466860021,3866
9466860024,106490
9466860027,0
9466860030,38844
9466860033,144686
9466860036,105078
9466860039,51792
9466860042,33366
9466860045,147408
9466860048,71214
9466860051,59760
9466860054,0
9466860057,94620
9466860060,0
9466860063,74700
9466860066,88146
9466860069,53286
9466860072,36354
9466860075,88146
9466860078,57768
9466860081,98106
9466860084,1494
9466860087,155874
9466860090,100098
9466860093,0
9466860096,71712
9466860099,42828
9466860102,123006
9466860105,79182
9466860108,34860
9466860111,89640
9466860114,12948
9466860117,7470
9466860120,0
9466860123,228582
9466860126,3486
9466860129,198702
9466860132,15936
9466860135,0
9466860138,30876
9466860141,99102
9466860144,89142
9466860147,100098
9466860150,21912
9466860153,0
9466860156,106074
9466860159,3486
9466860162,0
9466860165,227586
9466860168,0
9466860171,30876
9466860174,18426
9466860177,224598
9466860180,0
9466860183,0
9466860186,19422
9466860189,0
9466860192,0
9466860195,229578
9466860198,0
9466860201,0
9466860204,0
9466860207,0
9466860210,55776
9466860213,0
9466860216,232068
9466860219,10956
9466860222,135456
9466860225,91134
9466860228,41832
9466860231,15438
9466860234,74202
9466860237,57270
9466860240,82668
9466860243,59760
9466860246,152388
9466860249,61752
9466860252,0
9466860255,67230
9466860258,0
9466860261,162348
9466860264,0
9466860267,44322
9466860270,53286
9466860273,93624
9466860276,23904
9466860279,78186
9466860282,61254
9466860285,88146
9466860288,107070
9466860291,3486
9466860294,213144
9466860297,0
9466860300,105576
9466860303,23406
9466860306,45318
9466860309,0
9466860312,114042
9466860315,60258
9466860318,63744
9466860321,108066
9466860324,75696
9466860327,0
9466860330,0
9466860333,117528
9466860336,47310
9466860339,7470
9466860342,53286
9466860345,0
9466860348,5478
9466860351,54282
9466860354,114540
9466860357,74700
9466860360,0
9466860363,99600
9466860366,7470
9466860369,141930
9466860372,9960
9466860375,39840
9466860378,49800
9466860381,0
9466860384,0
9466860387,27390
9466860390,0
9466860393,122010
9466860396,22908
9466860399,76692
9466860402,85158
9466860405,64242
9466860408,13944
9466860411,44322
9466860414,116034
9466860417,0
9466860420,26394
9466860423,76194
9466860426,146412
9466860429,0
9466860432,0
9466860435,74700
9466860438,0
9466860441,6972
9466860444,61752
9466860447,24900
9466860450,105576
9466860453,49800
9466860456,18924
9466860459,0
9466860462,55776
9466860465,0
9466860468,116034
9466860471,36852
9466860474,15936
9466860477,5478
9466860480,0
9466860483,124500
9466860486,83166
9466860489,16434
9466860492,0
9466860495,24900
9466860498,95118
9466860501,108564
9466860504,7470
9466860507,12948
9466860510,0
9466860513,17928
9466860516,106572
9466860519,65238
9466860522,59262
9466860525,23904
9466860528,27888
9466860531,27888
9466860534,69720
9466860537,13944
9466860540,10956
9466860543,74700
9466860546,0
9466860549,0
9466860552,106074
9466860555,0
9466860558,43326
9466860561,14940
9466860564,16932
9466860567,63744
9466860570,0
9466860573,3984
9466860576,83166
9466860579,49302
9466860582,6474
9466860585,35358
9466860588,0
9466860591,49800
9466860594,24900
9466860597,24900
9466860600,18924
9466860603,2
9466860606,0
9466860609,0
9466860612,0
9466860615,0
9466860618,0
9466860621,0
9466860624,0
9466860627,0
9466860630,10
9466860633,0
9466860636,5767
9466860639,0
9466860642,3486
9466860645,46404
9466860648,90942
9466860651,99380
9466860654,3486
9466860657,81174
9466860660,37848
9466860663,84162
9466860666,42330
9466860669,14940
9466860672,84660
9466860675,74700
9466860678,24900
9466860681,65238
9466860684,39840
9466860687,35358
9466860690,0
9466860693,127488
9466860696,80676
9466860699,28386
9466860702,63744
9466860705,156870
9466860708,0
9466860711,24900
9466860714,0
9466860717,123504
9466860720,100596
9466860723,24900
9466860726,74700
9466860729,82668
9466860732,52290
9466860735,14442
9466860738,24900
9466860741,67230
9466860744,0
9466860747,181770
9466860750,49800
9466860753,0
9466860756,157368
9466860759,39840
9466860762,1992
9466860765,68724
9466860768,0
9466860771,180276
9466860774,0
9466860777,24900
9466860780,0
9466860783,100596
9466860786,0
9466860789,123504
9466860792,24900
9466860795,0
9466860798,60756
9466860801,188244
9466860804,0
9466860807,94122
9466860810,144918
9466860813,0
9466860816,59760
9466860819,0
9466860822,84660
9466860825,0
9466860828,31872
9466860831,61254
9466860834,71214
9466860837,34860
9466860840,60756
9466860843,53784
9466860846,28386
9466860849,36852
9466860852,109062
9466860855,18924
9466860858,99102
9466860861,20418
9466860864,5976
9466860867,66234
9466860870,73704
9466860873,89142
9466860876,10956
9466860879,35358
9466860882,0
9466860885,0
9466860888,0
9466860891,227586
9466860894,0
9466860897,31374
9466860900,0
9466860903,0
9466860906,217626
9466860909,14442
9466860912,3486
9466860915,200694
9466860918,15438
9466860921,14940
9466860924,0
9466860927,7470
9466860930,0
9466860933,241530
9466860936,0
9466860939,0
9466860942,159360
9466860945,79182
9466860948,10458
9466860951,0
9466860954,0
9466860957,36354
9466860960,59262
9466860963,27888
9466860966,63744
9466860969,61752
9466860972,0
9466860975,0
9466860978,0
9466860981,0
9466860984,24900
9466860987,74700
9466860990,14940
9466860993,82170
9466860996,0
9466860999,52290
9466861002,24900
9466861005,24900
9466861008,25896
9466861011,64740
9466861014,33864
9466861017,0
9466861020,9462
9466861023,41334
9466861026,0
9466861029,23904
9466861032,3486
9466861035,65736
9466861038,55278
9466861041,37350
9466861044,65736
9466861047,21414
9466861050,9960
9466861053,47310
9466861056,92130
9466861059,75198
9466861062,24402
9466861065,0
9466861068,38844
9466861071,0
9466861074,66732
9466861077,0
9466861080,98604
9466861083,44820
9466861086,0
9466861089,0
9466861092,0
9466861095,0
9466861098,32370
9466861101,67230
9466861104,23904
9466861107,7470
9466861110,118026
9466861113,0
9466861116,0
9466861119,74700
9466861122,49800
9466861125,0
9466861128,0
9466861131,17430
9466861134,107070
9466861137,0
9466861140,0
9466861143,0
9466861146,63744
9466861149,18426
9466861152,42330
9466861155,59760
9466861158,64740
9466861161,0
9466861164,0
9466861167,74700
9466861170,49800
9466861173,57270
9466861176,25896
9466861179,37848
9466861182,3486
9466861185,6972
9466861188,42828
9466861191,74700
9466861194,22908
9466861197,17430
9466861200,41832
9466861203,2
9466861206,0
9466861209,0
9466861212,0
9466861215,0
9466861218,0
9466861221,0
9466861224,0
9466861227,0
9466861230,10
9466861233,0
9466861236,0
9466861239,12937
9466861242,3486
9466861245,23546
9466861248,3486
9466861251,51402
9466861254,104650
9466861257,15378
9466861260,31022
9466861263,24494
9466861266,0
9466861269,7470
9466861272,166830
9466861275,30876
9466861278,18924
9466861281,24900
9466861284,0
9466861287,106572
9466861290,0
9466861293,67728
9466861296,24900
9466861299,15936
9466861302,33864
9466861305,30378
9466861308,109560
9466861311,59262
9466861314,0
9466861317,24900
9466861320,53286
9466861323,0
9466861326,170814
9466861329,0
9466861332,0
9466861335,0
9466861338,64740
9466861341,114540
9466861344,56772
9466861347,12948
9466861350,14940
9466861353,146910
9466861356,60756
9466861359,22908
9466861362,35358
9466861365,76692
9466861368,73206
9466861371,0
9466861374,84660
9466861377,82170
9466861380,74700
9466861383,74700
9466861386,99600
9466861389,49800
9466861392,0
9466861395,24900
9466861398,64740
9466861401,0
9466861404,159360
9466861407,74700
9466861410,0
9466861413,103086
9466861416,37350
9466861419,58764
9466861422,25398
9466861425,56274
9466861428,65736
9466861431,26892
9466861434,48306
9466861437,26394
9466861440,3486
9466861443,107568
9466861446,16932
9466861449,47808
9466861452,73206
9466861455,29382
9466861458,0
9466861461,219618
9466861464,0
9466861467,0
9466861470,11454
9466861473,49302
9466861476,91632
9466861479,61254
9466861482,0
9466861485,35358
9466861488,21912
9466861491,39342
9466861494,82668
9466861497,80178
9466861500,0
9466861503,24900
9466861506,0
9466861509,0
9466861512,36354
9466861515,0
9466861518,87150
9466861521,16434
9466861524,70716
9466861527,38346
9466861530,24900
9466861533,24900
9466861536,86652
9466861539,0
9466861542,137448
9466861545,35358
9466861548,64242
9466861551,113544
9466861554,35856
9466861557,48306
9466861560,58266
9466861563,75198
9466861566,11454
9466861569,84162
9466861572,37350
9466861575,108564
9466861578,124500
9466861581,124500
9466861584,11454
9466861587,0
9466861590,221610
9466861593,15936
9466861596,0
9466861599,79680
9466861602,18924
9466861605,150396
9466861608,82170
9466861611,109560
9466861614,41832
9466861617,90138
9466861620,0
9466861623,77688
9466861626,0
9466861629,171312
9466861632,3486
9466861635,122010
9466861638,11952
9466861641,90138
9466861644,21414
9466861647,92628
9466861650,31872
9466861653,0
9466861656,83664
9466861659,40836
9466861662,39342
9466861665,35358
9466861668,49800
9466861671,0
9466861674,44322
9466861677,80178
9466861680,96612
9466861683,2988
9466861686,3486
9466861689,0
9466861692,145914
9466861695,3486
9466861698,54780
9466861701,35856
9466861704,5478
9466861707,0
9466861710,19422
9466861713,34860
9466861716,76692
9466861719,18426
9466861722,99600
9466861725,0
9466861728,38844
9466861731,0
9466861734,0
9466861737,210156
9466861740,0
9466861743,24900
9466861746,19422
9466861749,37350
9466861752,67728
9466861755,0
9466861758,0
9466861761,66234
9466861764,0
9466861767,58266
9466861770,0
9466861773,90138
9466861776,0
9466861779,37350
9466861782,18924
9466861785,0
9466861788,90636
9466861791,11952
9466861794,41832
9466861797,32868
9466861800,49800
9466861803,2
9466861806,0
9466861809,0
9466861812,0
9466861815,10
9466861818,0
9466861821,0
9466861824,23585
9466861827,79052
9466861830,79052
9466861833,0
9466861836,0
9466861839,47108
9466861842,61196
9466861845,55776
9466861848,74700
9466861851,49800
9466861854,47808
9466861857,0
9466861860,91632
9466861863,34860
9466861866,99600
9466861869,0
9466861872,3486
9466861875,21912
9466861878,84660
9466861881,0
9466861884,64242
9466861887,0
9466861890,99600
9466861893,68724
9466861896,0
9466861899,41832
9466861902,87150
9466861905,36354
9466861908,16932
9466861911,47808
9466861914,0
9466861917,97608
9466861920,13446
9466861923,27390
9466861926,36852
9466861929,73704
9466861932,60258
9466861935,117528
9466861938,71214
9466861941,28386
9466861944,13944
9466861947,23904
9466861950,207666
9466861953,0
9466861956,24900
9466861959,0
9466861962,66732
9466861965,103584
9466861968,78684
9466861971,55776
9466861974,170814
9466861977,72210
9466861980,0
9466861983,152886
9466861986,53784
9466861989,42330
9466861992,0
9466861995,77688
9466861998,39840
9466862001,85158
9466862004,145914
9466862007,0
9466862010,19422
9466862013,56274
9466862016,40836
9466862019,132468
9466862022,0
9466862025,3486
9466862028,170814
9466862031,74700
9466862034,24402
9466862037,0
9466862040,213144
9466862043,11454
9466862046,18426
9466862049,15936
9466862052,214638
9466862055,0
9466862058,84660
9466862061,52290
9466862064,35856
9466862067,76194
9466862070,0
9466862073,110556
9466862076,118026
9466862079,44820
9466862082,0
9466862085,149898
9466862088,49800
9466862091,24900
9466862094,0
9466862097,75198
9466862100,57270
9466862103,116532
9466862106,124500
9466862109,0
9466862112,0
9466862115,31872
9466862118,217128
9466862121,26394
9466862124,67230
9466862127,11454
9466862130,143922
9466862133,24900
9466862136,18426
9466862139,0
9466862142,112050
9466862145,118524
9466862148,0
9466862151,74700
9466862154,124500
9466862157,49800
9466862160,185256
9466862163,13944
9466862166,24900
9466862169,24900
9466862172,195714
9466862175,3486
9466862178,32370
9466862181,63744
9466862184,0
9466862187,167328
9466862190,10458
9466862193,164340
9466862196,28884
9466862199,55776
9466862202,14940
9466862205,120018
9466862208,99600
9466862211,0
9466862214,179778
9466862217,55776
9466862220,10458
9466862223,69720
9466862226,3984
9466862229,154878
9466862232,12948
9466862235,0
