timestamp,value
9466860005,12
9466860010,39969
9466860015,381844
9466860020,348600
9466860025,398400
9466860030,332166
9466860035,378978
9466860040,359556
9466860045,357564
9466860050,389436
9466860055,348600
9466860060,409356
9466860065,350592
9466860070,385452
9466860075,348600
9466860080,285852
9466860085,365034
9466860090,370014
9466860095,373500
9466860100,373500
9466860105,348600
9466860110,398400
9466860115,304776
9466860120,430272
9466860125,326190
9466860130,362544
9466860135,350592
9466860140,380472
9466860145,360054
9466860150,359058
9466860155,387942
9466860160,348600
9466860165,398400
9466860170,325692
9466860175,346608
9466860180,324696
9466860185,347604
9466860190,398400
9466860195,348600
9466860200,398400
9466860205,343122
9466860210,354078
9466860215,373500
9466860220,327186
9466860225,345114
9466860230,353082
9466860235,393918
9466860240,348600
9466860245,398400
9466860250,348600
9466860255,371508
9466860260,290334
9466860265,350592
9466860270,381966
9466860275,348600
9466860280,398400
9466860285,325194
9466860290,385950
9466860295,334656
9466860300,398400
9466860305,373500
9466860310,298800
9466860315,373500
9466860320,323700
9466860325,323700
9466860330,278880
9466860335,393420
9466860340,249000
9466860345,303087
9466860350,252674
9466860355,238261
9466860360,248710
9466860365,247880
9466860370,247476
9466860375,247775
9466860380,247878
9466860385,298511
9466860390,373500
9466860395,378978
9466860400,378978
9466860405,350592
9466860410,335652
9466860415,398400
9466860420,323700
9466860425,408360
9466860430,318720
9466860435,418320
9466860440,323700
9466860445,423300
9466860450,323700
9466860455,423300
9466860460,323700
9466860465,346608
9466860470,369018
9466860475,283362
9466860480,433758
9466860485,310254
9466860490,423300
9466860495,323700
9466860500,423300
9466860505,323700
9466860510,423300
9466860515,323700
9466860520,365034
9466860525,310752
9466860530,345114
9466860535,398400
9466860540,348600
9466860545,398400
9466860550,323700
9466860555,273900
9466860560,398400
9466860565,348600
9466860570,398400
9466860575,348600
9466860580,361548
9466860585,303282
9466860590,356070
9466860595,373500
9466860600,348600
9466860605,12
9466860610,39969
9466860615,356944
9466860620,351588
9466860625,420312
9466860630,323700
9466860635,423300
9466860640,323700
9466860645,423300
9466860650,323700
9466860655,360054
9466860660,386946
9466860665,281868
9466860670,393918
9466860675,320214
9466860680,423300
9466860685,323700
9466860690,423300
9466860695,323700
9466860700,315234
9466860705,357066
9466860710,306768
9466860715,365532
9466860720,273900
9466860725,250090
9466860730,247159
9466860735,248502
9466860740,255640
9466860745,243632
9466860750,247311
9466860755,250190
9466860760,250359
9466860765,265030
9466860770,351588
9466860775,373500
9466860780,373500
9466860785,373500
9466860790,373500
9466860795,373500
9466860800,372006
9466860805,292326
9466860810,334656
9466860815,370512
9466860820,373500
9466860825,373500
9466860830,319716
9466860835,398400
9466860840,315732
9466860845,354078
9466860850,355074
